"","article-href","word"
"186","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","prospect"
"187","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","prosper"
"188","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","21st"
"189","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","centuri"
"190","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","depend"
"191","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","leverag"
"192","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","social"
"193","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","divers"
"194","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","encourag"
"195","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","technolog"
"196","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","econom"
"197","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","social"
"198","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","dynam"
"199","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","strike"
"200","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","confluenc"
"201","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","forc"
"202","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","twenti"
"203","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","drive"
"204","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","twofold"
"205","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","converg"
"206","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","high"
"207","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","differenti"
"208","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","complex"
"209","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","societi"
"210","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","adopt"
"211","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","common"
"212","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","set"
"213","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","polici"
"214","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","goal"
"215","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","conduc"
"216","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","divers"
"217","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","social"
"218","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","sustain"
"219","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","decad"
"220","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","21st"
"221","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","centuri"
"222","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","simultan"
"223","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","power"
"224","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","societ"
"225","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","transform"
"226","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","rise"
"227","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","varieti"
"228","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","interdepend"
"229","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","uniform"
"230","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","obedi"
"231","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","mass"
"232","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","era"
"233","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","uniqu"
"234","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","creativ"
"235","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","knowledg"
"236","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","economi"
"237","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","societi"
"238","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","rigid"
"239","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","isol"
"240","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","command"
"241","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","plan"
"242","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","flexibl"
"243","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","rule"
"244","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","base"
"245","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","market"
"246","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","predomin"
"247","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","agricultur"
"248","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","structur"
"249","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","industri"
"250","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","urban"
"251","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","last"
"252","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","fragment"
"253","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","world"
"254","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","autonom"
"255","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","societi"
"256","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","region"
"257","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","dens"
"258","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","indispens"
"259","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","interdepend"
"260","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","integr"
"261","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","planet"
"262","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","world"
"263","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","social"
"264","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","complex"
"265","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","likelihood"
"266","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","accompani"
"267","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","wrench"
"268","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","shift"
"269","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","fear"
"270","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","increas"
"271","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","social"
"272","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","divers"
"273","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","opportun"
"274","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","learn"
"275","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","share"
"276","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","bring"
"277","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","prosper"
"278","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","risk"
"279","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","heighten"
"280","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","conflict"
"281","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","due"
"282","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","polar"
"283","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","frequent"
"284","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","accompani"
"285","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","pass"
"286","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","social"
"287","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","emerg"
"288","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","polici"
"289","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","choic"
"290","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","determin"
"291","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","factor"
"292","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","minim"
"293","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","friction"
"294","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","encourag"
"295","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","potenti"
"296","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802492","synergi"
"297","https://www.emeraldinsight.com/doi/full/10.1108/14636680610668036","null"
"298","https://www.emeraldinsight.com/doi/full/10.1108/14636681011075731","null"
"299","https://www.emeraldinsight.com/doi/full/10.1108/14636680910950156","receiv"
"300","https://www.emeraldinsight.com/doi/full/10.1108/14636680910950156","9"
"301","https://www.emeraldinsight.com/doi/full/10.1108/14636680910950156","septemb"
"302","https://www.emeraldinsight.com/doi/full/10.1108/14636680910950156","2008revis"
"303","https://www.emeraldinsight.com/doi/full/10.1108/14636680910950156","22"
"304","https://www.emeraldinsight.com/doi/full/10.1108/14636680910950156","septemb"
"305","https://www.emeraldinsight.com/doi/full/10.1108/14636680910950156","2008accept"
"306","https://www.emeraldinsight.com/doi/full/10.1108/14636680910950156","23"
"307","https://www.emeraldinsight.com/doi/full/10.1108/14636680910950156","januari"
"308","https://www.emeraldinsight.com/doi/full/10.1108/14636680910950156","2009"
"309","https://www.emeraldinsight.com/doi/full/10.1108/14636680911004939","receiv"
"310","https://www.emeraldinsight.com/doi/full/10.1108/14636680911004939","29"
"311","https://www.emeraldinsight.com/doi/full/10.1108/14636680911004939","june"
"312","https://www.emeraldinsight.com/doi/full/10.1108/14636680911004939","2009revis"
"313","https://www.emeraldinsight.com/doi/full/10.1108/14636680911004939","24"
"314","https://www.emeraldinsight.com/doi/full/10.1108/14636680911004939","august"
"315","https://www.emeraldinsight.com/doi/full/10.1108/14636680911004939","2009accept"
"316","https://www.emeraldinsight.com/doi/full/10.1108/14636680911004939","1"
"317","https://www.emeraldinsight.com/doi/full/10.1108/14636680911004939","septemb"
"318","https://www.emeraldinsight.com/doi/full/10.1108/14636680911004939","2009"
"319","https://www.emeraldinsight.com/doi/full/10.1108/fs.2002.27304cac.002","null"
"320","https://www.emeraldinsight.com/doi/full/10.1108/fs.2009.27311daa.002","null"
"321","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680110803184","militari"
"322","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680110803184","technolog"
"323","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680110803184","tradit"
"324","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680110803184","shroud"
"325","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680110803184","secreci"
"326","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680110803184","joint"
"327","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680110803184","research"
"328","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680110803184","alli"
"329","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680110803184","marriag"
"330","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680110803184","conveni"
"331","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680110803184","cold"
"332","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680110803184","war"
"333","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680110803184","european"
"334","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680110803184","integr"
"335","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680110803184","technolog"
"336","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680110803184","landscap"
